SR. No.,RollNo,Gender,Caste Category,PH,Ex-Serviceman,Sports,Widow,Obtain Marks
8505,212012720,F,ST,,,,,107.9444
8506,212012721,M,SEBC,,,,,97.9448
8507,212012722,F,SEBC,,,,,120.2516
8508,212012723,M,SEBC,,,,,132.5588
8509,212012724,M,SEBC,,,,,95.1244
8510,212012728,M,SC,,,,,105.3804
8511,212012730,M,SC,,,,,142.5584
8512,212012731,M,General(EWS),,,,,114.098
8513,212012732,F,SEBC,,,,,107.1752
8514,212012733,M,ST,,,,,105.3804
8515,212012735,F,General(EWS),,,,,95.3808
8516,212012736,F,SEBC,,,,,98.4576
8517,212012737,F,ST,,,,,98.2012
8518,212012738,M,SEBC,,,,,114.8672
8519,212012739,M,SEBC,,,,,122.5592
8520,212012741,M,ST,,,,,103.842
8521,212012742,M,SC,,,,,113.3288
8522,212012743,M,General(EWS),,,,,131.2768
8523,212012744,M,SEBC,,,,,107.9444
8524,212012746,M,General(EWS),,,,,97.432
8525,212012748,M,ST,,,YES,,117.944
8526,212012749,M,SEBC,,,,,139.9944
8527,212012750,F,SEBC,,,,,81.0224
8528,212012751,M,SEBC,,,,,114.6108
8529,212012754,M,SEBC,,,,,118.7132
8530,212012756,M,SEBC,,,,,130.5076
8531,212012758,M,General(EWS),,,,,103.842
8532,212012762,F,ST,,,,,88.9708
8533,212012764,M,SEBC,,,,,133.5844
8534,212012765,F,General(EWS),,,,,116.1492
8535,212012766,M,SEBC,,,,,126.918
8536,212012767,M,SC,,,,,129.9948
8537,212012768,M,General(EWS),,,,,114.098
8538,212012769,M,SEBC,,,,,132.5588
8539,212012770,F,SEBC,,,,,81.2788
8540,212012771,M,SEBC,,,,,106.406
8541,212012773,M,SEBC,,,,,100.5088
8542,212012775,M,ST,,,,,109.9956
8543,212012776,M,SEBC,,,,,138.9688
8544,212012777,M,SEBC,,,,,107.1752
8545,212012780,F,General,,,,,87.9452
8546,212012781,M,General(EWS),,,,,123.8412
8547,212012782,M,SEBC,,,,,137.4304
8548,212012783,M,SEBC,,,,,99.4832
8549,212012784,M,ST,,,,,102.56
8550,212012786,F,SEBC,,,,,108.4572
8551,212012787,M,SEBC,,,,,97.1756
8552,212012788,M,SEBC,,,,,85.1248
8553,212012789,M,SEBC,,,,,132.3024
8554,212012790,M,General(EWS),,,,,114.6108
8555,212012792,M,SC,,,,,139.2252
8556,212012793,M,SEBC,,,,,87.176
8557,212012794,F,SEBC,,,,,139.4816
8558,212012795,F,SC,,,,,102.56
8559,212012797,M,General(EWS),,,,,132.046
8560,212012798,M,SEBC,,,,,127.4308
8561,212012799,M,General(EWS),,,,,99.7396
8562,212012801,F,General,,,,,134.8664
8563,212012802,M,SEBC,,,,,131.0204
8564,212012803,F,ST,,,,,107.4316
8565,212012805,M,SEBC,,,,,123.072
8566,212012807,F,SEBC,,,,,114.6108
8567,212012811,F,SEBC,,,,,123.072
8568,212012812,M,SEBC,,,,,130.764
8569,212012814,M,SEBC,,,,,134.8664
8570,212012815,F,SEBC,,,,,91.2784
8571,212012818,M,SEBC,,,,,140.5072
8572,212012819,M,ST,,,,,108.7136
8573,212012820,M,General,,,,,87.176
8574,212012821,M,General,,,,,142.5584
8575,212012822,M,SEBC,,,,,120.508
8576,212012823,M,General(EWS),,,,,105.3804
8577,212012824,M,General(EWS),,,,,132.3024
8578,212012826,F,SC,,,,,124.0976
8579,212012827,M,SEBC,,,,,97.1756
8580,212012828,M,SEBC,,,,,93.8424
8581,212012829,M,SEBC,,,,,118.9696
8582,212012830,M,SEBC,,,,,138.7124
8583,212012831,M,SEBC,,,,,148.9684
8584,212012832,M,SEBC,,,,,92.0476
8585,212012833,F,SEBC,,,,,99.2268
8586,212012834,M,SEBC,,,,,82.5608
8587,212012836,M,SC,,,,,136.1484
8588,212012839,M,General(EWS),,,,,123.072
8589,212012840,M,ST,,,,,107.1752
8590,212012841,M,SC,,,,,147.43
8591,212012843,F,General(EWS),,,,,98.2012
8592,212012844,M,SC,,,,,140.7636
8593,212012845,M,SEBC,,,,,144.866
8594,212012846,M,SEBC,,,,,128.2
8595,212012847,F,General(EWS),,,,,146.6608
8596,212012848,F,ST,,,,,115.38
8597,212012849,M,SEBC,,,,,119.9952
8598,212012850,M,SEBC,,,,,121.79
8599,212012851,M,SC,,,,,141.5328
8600,212012856,M,SEBC,,,,,115.1236
8601,212012858,M,SEBC,,,,,105.8932
8602,212012859,M,SC,,,,,155.8912
8603,212012860,F,SEBC,,,,,110.5084
8604,212012862,M,SEBC,,,,,99.7396
8605,212012864,M,SEBC,,,,,120.7644
8606,212012866,F,SEBC,,,,,96.15
8607,212012867,F,ST,,,,,94.6116
8608,212012868,M,General(EWS),,,,,109.9956
8609,212012871,F,ST,,,,,104.0984
8610,212012873,F,SEBC,,,,,81.5352
8611,212012875,F,SEBC,,,,,124.8668
8612,212012877,F,SEBC,,,,,89.2272
8613,212012879,M,SC,,,,,116.9184
8614,212012880,M,General(EWS),,,,,89.4836
8615,212012881,M,SC,,,,,114.3544
8616,212012883,F,SEBC,,,,,111.2776
8617,212012885,F,ST,,,,,103.5856
8618,212012889,M,SEBC,,,,,145.6352
8619,212012891,M,General(EWS),,,,,93.586
8620,212012893,F,SEBC,,,,,105.8932
8621,212012894,M,SEBC,,,,,122.5592
8622,212012895,M,SEBC,,,,,111.534
8623,212012896,M,SEBC,,,,,146.9172
8624,212012897,M,General(EWS),,,,,142.0456
8625,212012898,F,SEBC,,,,,142.5584
8626,212012901,M,SEBC,,,,,133.8408
8627,212012903,M,General(EWS),,,,,135.3792
8628,212012906,F,SEBC,,,,,99.7396
8629,212012909,F,ST,,,,,80.5096
8630,212012910,M,SEBC,,,,,125.636
8631,212012914,M,General,,,,,125.636
8632,212012915,F,General(EWS),,,YES,,118.4568
8633,212012916,M,SEBC,,,,,110.252
8634,212012918,M,SEBC,,,,,99.996
8635,212012919,F,SEBC,,,YES,,104.0984
8636,212012920,M,SEBC,,,,,90.7656
8637,212012922,M,SC,,,,,117.6876
8638,212012923,F,SC,,,,,84.612
8639,212012924,M,SEBC,,,,,127.4308
8640,212012927,M,General,,,,,121.79
8641,212012930,M,SEBC,,,,,92.8168
8642,212012934,M,SEBC,,,,,129.482
8643,212012936,F,SEBC,,,,,111.0212
8644,212012937,M,General(EWS),,,,,144.3532
8645,212012940,M,SC,,,,,98.9704
8646,212012941,M,General(EWS),,,,,111.534
8647,212012943,M,SEBC,,,,,96.4064
8648,212012944,F,General(EWS),,,,,131.7896
8649,212012945,M,SC,,,,,142.0456
8650,212012949,M,SEBC,,,,,89.74
8651,212012951,F,General(EWS),,,,,99.4832
8652,212012952,M,SEBC,,,,,133.0716
8653,212012955,F,SEBC,,,,,136.6612
8654,212012956,M,ST,,,,,109.9956
8655,212012957,M,SEBC,,,,,118.2004
8656,212012958,M,ST,,,,,101.5344
8657,212012962,F,General(EWS),,,,,100.2524
8658,212012963,M,SEBC,,,,,115.38
8659,212012964,M,SEBC,,,,,82.048
8660,212012965,F,ST,,,,,83.33
8661,212012966,M,SEBC,,,,,98.4576
8662,212012967,M,ST,,,,,125.8924
8663,212012970,M,SEBC,,,,,128.9692
8664,212012971,M,General(EWS),,,,,140.2508
8665,212012975,M,General(EWS),,,,,123.5848
8666,212012978,M,ST,,,,,86.4068
8667,212012979,M,General(EWS),,,,,164.8652
8668,212012980,M,SEBC,,,,,82.3044
8669,212012981,M,SEBC,,,,,149.7376
8670,212012982,M,SEBC,,,,,83.33
8671,212012983,F,General(EWS),,,,,124.8668
8672,212012984,F,SEBC,,,,,87.4324
8673,212012986,M,SEBC,,,,,110.7648
8674,212012988,M,SEBC,,,,,92.8168
8675,212012989,F,SEBC,,,,,116.4056
8676,212012991,M,ST,,,,,98.4576
8677,212012992,F,General(EWS),,,,,131.0204
8678,212012993,M,General(EWS),,,,,116.1492
8679,212012995,M,SEBC,,,,,101.5344
8680,212012996,M,SEBC,,,,,113.0724
8681,212012997,M,ST,,,,,114.6108
8682,212012998,M,ST,,,,,85.894
8683,212012999,F,SEBC,,,,,125.1232
8684,212013000,M,General(EWS),,,,,136.1484
8685,212013003,M,General(EWS),,,,,119.7388
8686,212013012,M,SEBC,,,,,125.636
8687,212013013,M,SEBC,,,,,141.5328
8688,212013014,M,SEBC,,,,,129.2256
8689,212013016,M,SEBC,,,,,151.5324
8690,212013017,M,ST,,,,,81.0224
8691,212013019,M,SEBC,,,,,105.6368
8692,212013025,M,SEBC,,,,,94.6116
8693,212013026,M,ST,,,,,109.2264
8694,212013028,M,SEBC,,,,,135.892
8695,212013029,M,SEBC,,,,,135.892
8696,212013032,M,SEBC,,,,,135.3792
8697,212013033,M,SEBC,,,,,108.4572
8698,212013035,M,SEBC,,,,,114.8672
8699,212013036,M,SEBC,,,,,129.7384
8700,212013037,M,ST,,,,,97.432
8701,212013039,M,General(EWS),,,,,138.9688
8702,212013041,M,SEBC,,,,,114.3544
8703,212013042,M,SEBC,,Yes,,,92.0476
8704,212013044,M,SEBC,,,YES,,141.2764
8705,212013046,M,SEBC,,,,,124.0976
8706,212013047,M,General(EWS),,,,,115.8928
8707,212013048,M,General(EWS),,,,,99.4832
8708,212013049,F,SC,,,,,94.0988
8709,212013050,M,ST,,,,,97.6884
8710,212013051,M,General(EWS),,,,,132.046
8711,212013052,M,SEBC,,,,,124.0976
8712,212013053,F,SEBC,,,,,112.0468
8713,212013054,F,SEBC,,,,,137.174
8714,212013058,M,ST,,,,,106.406
8715,212013060,M,SC,,,,,125.3796
8716,212013061,M,SC,,,,,106.6624
8717,212013064,M,General,,,,,127.4308
8718,212013065,M,ST,,,,,85.3812
8719,212013066,F,SEBC,,,,,95.8936
8720,212013067,F,SC,,,,,134.0972
8721,212013068,F,SEBC,,,,,121.5336
8722,212013069,F,General(EWS),,,,,136.1484
8723,212013070,F,SC,,,,,111.0212
8724,212013073,M,SEBC,,,YES,,123.3284
8725,212013074,M,SEBC,,,,,150.2504
8726,212013075,F,SEBC,,,,,134.3536
8727,212013078,M,ST,,,,,107.688
8728,212013079,M,SEBC,,,,,143.584
8729,212013080,M,SEBC,,,,,111.0212
8730,212013081,M,ST,,,,,112.0468
8731,212013082,F,SEBC,,,,,100.5088
8732,212013083,F,SC,,,,,100.2524
8733,212013086,F,SEBC,,,,,109.4828
8734,212013088,M,General(EWS),,,,,132.046
8735,212013089,M,SC,,,,,121.79
8736,212013090,M,General(EWS),,,,,138.9688
8737,212013092,M,SEBC,,,,,142.302
8738,212013094,M,SEBC,,,,,142.0456
8739,212013097,M,SC,,,,,112.816
8740,212013098,M,ST,,,,,120.508
8741,212013099,F,SEBC,,,,,80.2532
8742,212013100,F,ST,,,,,92.0476
8743,212013101,M,ST,,,,,89.74
8744,212013102,M,SEBC,,,,,88.9708
8745,212013103,M,ST,,,,,93.586
8746,212013104,M,SEBC,,,,,125.1232
8747,212013105,F,SEBC,,,,,124.0976
8748,212013106,F,General(EWS),,,,,140.2508
8749,212013107,M,ST,,,YES,,143.584
8750,212013108,F,General,,,,,121.79
8751,212013109,F,General,,,,,128.4564
8752,212013110,F,General(EWS),,,,,113.5852
8753,212013111,M,General(EWS),,,,,91.022
8754,212013113,F,ST,,,,,83.5864
8755,212013114,M,General(EWS),,,,,127.4308
8756,212013115,M,General(EWS),,,,,149.7376
8757,212013116,M,SC,,,,,83.5864
8758,212013117,M,SC,,,,,130.5076
8759,212013118,M,SEBC,,,,,122.8156
8760,212013119,M,SEBC,,,,,137.4304
8761,212013120,M,SEBC,,,,,104.6112
8762,212013121,M,General,,,,,137.6868
8763,212013124,M,SEBC,,,,,132.8152
8764,212013125,F,SEBC,,,,,80.2532
8765,212013126,M,SEBC,,,YES,,127.6872
8766,212013127,M,ST,,,,,123.3284
8767,212013128,F,SEBC,,,,,119.226
8768,212013129,F,General,,,,,82.8172
8769,212013130,F,SEBC,,,,,84.3556
8770,212013131,F,SC,,,,,109.7392
8771,212013132,M,SC,,,,,104.0984
8772,212013133,M,SEBC,,,YES,,122.3028
8773,212013134,M,General(EWS),,,,,120.508
8774,212013135,M,General,,,,,106.6624
8775,212013136,M,SC,,,,,122.5592
8776,212013138,M,ST,,,,,113.3288
8777,212013141,M,General,,,,,145.8916
8778,212013142,M,SEBC,,,,,89.4836
8779,212013143,M,General,,,,,144.6096
8780,212013144,M,General(EWS),,,,,86.1504
8781,212013146,F,ST,,,,,91.7912
8782,212013148,F,SC,,,,,108.7136
8783,212013149,M,General(EWS),,,,,115.6364
8784,212013152,M,SEBC,,,,,113.0724
8785,212013154,M,SEBC,,,,,138.456
8786,212013155,M,General,,,,,106.406
8787,212013157,M,General(EWS),,,,,84.612
8788,212013159,F,General,,,,,108.2008
8789,212013160,M,General(EWS),,,,,138.7124
8790,212013161,M,SEBC,,,,,132.5588
8791,212013162,M,General,,,,,116.9184
8792,212013167,F,General,,,,,114.8672
8793,212013168,M,SEBC,,,,,137.6868
8794,212013169,F,General,,,,,123.072
8795,212013173,M,SEBC,,,,,120.2516
8796,212013176,M,SEBC,,,,,123.8412
8797,212013180,M,SC,,,,,118.7132
8798,212013181,M,ST,,,,,120.508
8799,212013182,F,ST,,,,,98.4576
8800,212013183,M,SEBC,,,,,141.02
8801,212013184,F,SEBC,,,,,126.918
8802,212013185,F,General(EWS),,,,,104.6112
8803,212013186,M,SC,,,,,97.6884
8804,212013187,F,General,,,,,88.458
8805,212013188,M,SEBC,,,,,96.9192
8806,212013189,F,SEBC,,,,,106.406
8807,212013191,M,ST,,,,,100.5088
8808,212013193,M,SC,,,,,128.7128
8809,212013194,M,SC,,,YES,,122.0464
8810,212013196,F,SEBC,,,,Yes,99.2268
8811,212013198,M,General(EWS),,,,,126.918
8812,212013203,F,General,,,,,140.5072
8813,212013204,M,SEBC,,,,,126.6616
8814,212013205,F,SEBC,,,YES,,115.8928
8815,212013206,M,SEBC,,,,,112.5596
8816,212013208,M,SEBC,,,,,109.4828
8817,212013210,M,SC,,,,,139.2252
8818,212013211,M,ST,,,,,95.8936
8819,212013212,M,General(EWS),,,,,110.252
8820,212013214,M,General(EWS),,,,,125.3796
8821,212013215,F,SEBC,,,,,129.9948
8822,212013216,M,SEBC,,,,,143.3276
8823,212013219,M,SEBC,,,,,111.7904
8824,212013220,M,General,,,,,84.612
8825,212013221,M,SEBC,,,,,109.4828
8826,212013223,F,SEBC,,,,,114.098
8827,212013225,M,SC,,,,,111.534
8828,212013227,M,ST,,,,,94.6116
8829,212013228,M,ST,,,,,104.8676
8830,212013229,F,ST,,,,,86.4068
8831,212013232,M,General(EWS),,,,,127.4308
8832,212013235,M,SEBC,,,,,97.9448
8833,212013236,M,SEBC,,,,,138.456
8834,212013237,F,General(EWS),,,,,103.842
8835,212013242,F,SEBC,,,,,119.4824
8836,212013243,M,SEBC,,,,,116.9184
8837,212013244,M,SC,,,,,124.8668
8838,212013245,F,SEBC,,,,,97.1756
8839,212013246,F,SEBC,,,,,117.4312
8840,212013248,M,SC,,,,,141.5328
8841,212013250,F,General(EWS),,,,,81.2788
8842,212013253,M,SEBC,,,,,104.0984
8843,212013254,M,General(EWS),,,,,142.302
8844,212013255,F,SEBC,,,,,114.6108
8845,212013257,F,SEBC,,,,,115.8928
8846,212013259,M,SEBC,,,,,129.2256
8847,212013261,M,SEBC,,,,,99.996
8848,212013263,M,SC,,,,,123.5848
8849,212013265,M,ST,,,,,103.842
8850,212013267,M,General(EWS),,,,,94.868
8851,212013268,F,SEBC,,,,,118.7132
8852,212013269,M,ST,,,,,118.7132
8853,212013273,M,SC,,,,,129.2256
8854,212013274,M,General,,,,,84.8684
8855,212013276,M,ST,,,,,101.7908
8856,212013278,M,SEBC,,,,,145.3788
8857,212013279,M,General,,,,,127.4308
8858,212013281,F,SC,,,,,86.1504
8859,212013282,M,SEBC,,,,,84.3556
8860,212013284,M,SEBC,,,,,128.4564
8861,212013285,M,General,,,,,84.8684
8862,212013287,M,SEBC,,,,,144.866
8863,212013288,M,General(EWS),,,,,121.5336
8864,212013289,M,SC,,,,,127.6872
8865,212013291,M,SEBC,,,,,113.3288
8866,212013292,M,SEBC,,,,,143.0712
8867,212013293,M,SEBC,,,,,128.2
8868,212013295,M,SEBC,,,,,111.7904
8869,212013297,F,ST,,,,,107.4316
8870,212013298,M,SC,,,,,114.098
8871,212013299,M,SEBC,,,,,145.1224
8872,212013300,M,SEBC,,,,,99.996
8873,212013301,M,SEBC,,,,,134.3536
8874,212013303,M,SEBC,,,,,137.9432
8875,212013305,M,SEBC,,,,,117.944
8876,212013306,M,SEBC,,,,,134.8664
8877,212013313,M,General(EWS),,,,,116.662
8878,212013314,M,SEBC,,,,,128.7128
8879,212013317,M,General(EWS),,,,,88.7144
8880,212013318,M,SEBC,,,,,134.61
8881,212013319,F,SEBC,,,,,84.8684
8882,212013321,M,SEBC,,,,,139.738
8883,212013324,M,SC,,,,,129.9948
8884,212013325,F,SC,,,,,85.3812
8885,212013326,M,SC,,,,,124.6104
8886,212013328,M,SEBC,,,,,134.3536
8887,212013329,M,SEBC,,,,,108.4572
8888,212013330,F,General(EWS),,,,,110.252
8889,212013331,M,General(EWS),,,,,114.098
8890,212013333,M,SEBC,,,,,107.4316
8891,212013335,F,ST,,,,,100.5088
8892,212013336,M,General,,,,,129.482
8893,212013337,M,General(EWS),,,,,127.1744
8894,212013338,F,SEBC,,,,,98.2012
8895,212013339,F,SEBC,,,,,94.6116
8896,212013340,M,SC,,,,,103.3292
8897,212013342,M,SEBC,,,,,95.8936
8898,212013345,F,SEBC,,,,,106.9188
8899,212013346,F,General,,,,,83.8428
8900,212013347,M,SEBC,,,,,113.5852
8901,212013348,M,SEBC,,,,,127.1744
8902,212013349,M,ST,,,,,115.1236
8903,212013351,F,General,,,,,118.9696
8904,212013352,M,SC,,,,,135.892
8905,212013354,M,ST,,,,,80.766
8906,212013355,M,General(EWS),,,,,119.226
8907,212013356,F,General(EWS),,,,,112.5596
8908,212013357,M,General(EWS),,,,,135.1228
8909,212013358,M,General,,,,,118.4568
8910,212013359,M,SEBC,,,,,117.4312
8911,212013360,M,General,,,,,120.2516
8912,212013362,M,ST,,,,,109.7392
8913,212013363,M,ST,,,,,89.4836
8914,212013365,M,SC,,,,,129.9948
8915,212013366,M,SEBC,,,,,91.7912
8916,212013367,F,General,,,,,113.8416
8917,212013368,M,General(EWS),,,,,125.3796
8918,212013371,M,General(EWS),,,,,139.738
8919,212013372,M,General(EWS),,,,,105.124
8920,212013373,M,SEBC,,,,,137.4304
8921,212013375,M,SEBC,,,,,108.2008
8922,212013377,M,General(EWS),,,,,119.9952
8923,212013379,F,General,,,,,102.0472
8924,212013381,F,ST,,,,,81.5352
8925,212013382,M,SEBC,,,,,117.4312
8926,212013385,M,SEBC,,,,,111.534
8927,212013386,F,SEBC,,,,,97.9448
8928,212013387,M,General(EWS),,,,,97.9448
8929,212013388,M,General(EWS),,,,,129.9948
8930,212013389,F,General(EWS),,,,,98.2012
8931,212013390,M,General(EWS),,,YES,,123.3284
8932,212013391,M,General,,,,,132.8152
8933,212013392,F,SEBC,,,,,98.2012
8934,212013393,M,General,,,YES,,93.8424
8935,212013394,F,SEBC,,,,,105.124
8936,212013395,M,SEBC,,,,,103.3292
8937,212013396,M,SEBC,,,,,112.5596
8938,212013398,M,ST,,,,,115.38
8939,212013399,F,SEBC,,,,,102.8164
8940,212013402,M,General(EWS),,,,,117.944
8941,212013403,M,General(EWS),,,,,85.6376
8942,212013405,M,SEBC,,,,,140.7636
8943,212013406,F,SEBC,,,,,111.534
8944,212013407,F,SEBC,,,,,137.6868
8945,212013408,M,SEBC,,,,,103.0728
8946,212013409,M,General,,,,,122.0464
8947,212013411,M,ST,,,,,113.5852
8948,212013412,M,General(EWS),,,,,117.4312
8949,212013413,M,SEBC,,,,,145.8916
8950,212013414,M,ST,,,,,124.354
8951,212013418,M,SC,,,,,121.0208
8952,212013419,F,SC,,,YES,,113.5852
8953,212013420,F,SEBC,,,,,141.02
8954,212013421,F,SEBC,,,,,131.0204
8955,212013423,F,ST,,,,,99.4832
8956,212013424,M,SEBC,,,,,128.9692
8957,212013426,F,General,,,,,127.4308
8958,212013427,F,ST,,,,,86.1504
8959,212013428,M,SC,,,,,136.1484
8960,212013429,M,SEBC,,,,,127.9436
8961,212013433,M,SEBC,,,,,124.6104
8962,212013435,M,SC,,,,,146.9172
8963,212013436,M,ST,,,,,90.5092
8964,212013437,M,SEBC,,,,,132.046
8965,212013439,M,SEBC,,,,,120.2516
8966,212013440,F,General(EWS),,,,,143.584
8967,212013441,F,SEBC,,,,,88.9708
8968,212013443,M,General,,,,,160.25
8969,212013444,M,SEBC,,,,,125.3796
8970,212013445,M,SEBC,,,,,115.1236
8971,212013447,F,SEBC,,,,,128.7128
8972,212013448,F,SC,,,,,85.894
8973,212013449,M,General(EWS),,,,,152.8144
8974,212013450,M,SC,,,,,119.226
8975,212013452,M,General,,,,,113.3288
8976,212013454,M,SEBC,,,,,147.9428
8977,212013455,M,ST,,,,,103.3292
8978,212013456,M,SEBC,,,,,101.278
8979,212013457,M,General(EWS),,,,,110.252
8980,212013458,F,ST,,,,,80.2532
8981,212013460,F,SC,,,,,80.2532
8982,212013463,F,SEBC,,,,,104.0984
8983,212013464,M,SEBC,,,YES,,125.3796
8984,212013465,M,ST,,,,,89.9964
8985,212013466,F,SEBC,,,,,131.0204
8986,212013469,M,ST,,,,,93.8424
8987,212013470,M,SEBC,,,,,105.3804
8988,212013471,F,General(EWS),,,,,108.97
8989,212013472,M,SEBC,,,,,122.5592
8990,212013474,M,SEBC,,,,,108.97
8991,212013475,M,SC,,,,,108.2008
8992,212013476,M,SEBC,,,,,118.4568
8993,212013477,F,SEBC,,,,,132.5588
8994,212013478,M,General(EWS),,,,,124.354
8995,212013479,M,SC,,,,,141.2764
8996,212013480,M,General(EWS),,,,,106.406
8997,212013481,F,SEBC,,,,,87.6888
8998,212013485,F,SEBC,,,,,99.2268
8999,212013486,F,SEBC,,,,,112.0468
9000,212013487,M,General(EWS),,,,,162.5576
9001,212013489,F,SEBC,,,,,88.2016
9002,212013490,F,SC,,,,,103.3292
9003,212013491,M,SEBC,,,YES,,90.7656
9004,212013492,F,General,,,,,88.458
9005,212013496,M,General(EWS),,,,,162.0448
9006,212013499,M,SEBC,,,,,131.7896
9007,212013501,F,SC,,,,,119.226
9008,212013505,M,SC,,,,,135.892
9009,212013506,F,SEBC,,,YES,,91.7912
9010,212013508,M,SEBC,,,,,95.8936
9011,212013509,F,General(EWS),,,,,136.1484
9012,212013511,M,ST,,,,,106.9188
9013,212013514,F,SEBC,,,,,132.8152
9014,212013515,M,SEBC,,,,,96.9192
9015,212013516,M,General(EWS),,,,,139.4816
9016,212013518,M,SEBC,,,,,131.2768
9017,212013519,M,SEBC,,,,,137.4304
9018,212013520,M,SEBC,,,,,137.4304
9019,212013522,M,SEBC,,,,,92.8168
9020,212013523,F,SEBC,,,,,120.508
9021,212013524,F,General(EWS),,,,,114.3544
9022,212013526,M,ST,,,,,108.4572
9023,212013527,M,SEBC,,,,,113.3288
9024,212013528,F,General(EWS),,,,,136.4048
9025,212013530,M,General(EWS),,,,,114.098
9026,212013531,M,SEBC,,,,,102.3036
9027,212013532,M,SEBC,,,,,117.944
9028,212013533,M,General,,,,,101.278
9029,212013535,M,ST,,,,,103.3292
9030,212013536,M,SEBC,,,,,105.8932
9031,212013539,M,SEBC,,,,,119.7388
9032,212013540,M,SEBC,,,,,120.7644
9033,212013541,M,SEBC,,,,,110.7648
9034,212013542,M,SEBC,,,,,128.7128
9035,212013543,M,SEBC,,,,,122.3028
9036,212013544,F,SEBC,,,,,89.4836
9037,212013546,M,General(EWS),,,,,150.5068
9038,212013547,M,General(EWS),,,,,114.098
9039,212013553,M,SEBC,,,,,100.2524
9040,212013554,M,SEBC,,,,,107.4316
9041,212013556,F,SEBC,,,,,111.534
9042,212013558,M,SEBC,,,,,117.6876
9043,212013559,F,General,,,,,82.8172
9044,212013560,M,SEBC,,,,,134.8664
9045,212013561,M,SEBC,,,,,131.7896
9046,212013562,M,General(EWS),,,,,92.5604
9047,212013566,M,SEBC,,,,,125.636
9048,212013568,F,General(EWS),,,,,87.176
9049,212013569,F,SEBC,,,,,121.79
9050,212013570,M,ST,,,,,91.5348
9051,212013573,F,General(EWS),,,,,81.0224
9052,212013575,M,SEBC,,,,,101.0216
9053,212013576,M,SEBC,,,,,123.072
9054,212013577,M,SEBC,,,,,113.3288
9055,212013578,M,SEBC,,,,,102.0472
9056,212013579,M,General(EWS),,,,,114.6108
9057,212013580,M,ST,,,,,82.048
9058,212013584,M,SEBC,,,,,83.0736
9059,212013585,M,General,,,,,86.4068
9060,212013586,M,SEBC,,,,,109.2264
9061,212013587,M,SEBC,,,,,142.5584
9062,212013588,M,SEBC,,,,,121.2772
9063,212013590,M,General(EWS),,,,,105.6368
9064,212013591,F,SEBC,,,,,103.3292
9065,212013592,M,SEBC,,,,,106.1496
9066,212013595,F,ST,,,,,90.5092
9067,212013596,M,SEBC,,,,,130.764
9068,212013598,M,General,,,,,129.482
9069,212013600,M,SEBC,,,,,91.7912
9070,212013601,F,General(EWS),,,,,114.6108
9071,212013602,F,General(EWS),,,,,108.7136
9072,212013603,M,SC,,,,,121.2772
9073,212013605,F,General(EWS),,,,,128.9692
9074,212013607,M,ST,,,,,107.9444
9075,212013608,M,SEBC,,,,,146.9172
9076,212013609,M,General(EWS),,,,,104.3548
9077,212013610,F,SEBC,,,,,88.7144
9078,212013611,F,SEBC,,,,,105.3804
9079,212013613,F,SEBC,,,,,87.176
9080,212013614,M,SC,,,,,104.6112
9081,212013615,M,SEBC,,,,,144.0968
9082,212013616,F,SEBC,,,,,104.0984
9083,212013617,M,SEBC,,,,,139.2252
9084,212013618,M,SEBC,,,,,128.2
9085,212013619,M,SEBC,,,,,132.046
9086,212013620,M,ST,,,,,92.304
9087,212013621,F,SEBC,,,,,122.3028
9088,212013623,F,SEBC,,,,,120.7644
9089,212013627,F,SEBC,,,,,140.7636
9090,212013628,M,SC,,,,,113.3288
9091,212013629,M,ST,,,,,115.8928
9092,212013630,M,SEBC,,,,,111.534
9093,212013631,M,General,,,,,104.0984
9094,212013633,M,General,,,,,130.764
9095,212013636,M,SEBC,,,,,139.738
9096,212013637,M,General(EWS),,,,,105.6368
9097,212013638,M,General(EWS),,,,,134.3536
9098,212013639,F,SEBC,,,,,120.2516
9099,212013640,M,SC,,,,,117.944
9100,212013643,F,SEBC,,,,,109.2264
9101,212013646,F,SEBC,,,,,86.1504
9102,212013648,F,SC,,,,,113.5852
9103,212013651,M,General(EWS),,,,,123.072
9104,212013653,M,SEBC,,,,,97.1756
9105,212013656,M,SEBC,,,,,92.5604
9106,212013657,M,SEBC,,,,,119.7388
9107,212013661,M,SEBC,,,,,133.328
9108,212013665,M,SEBC,,,,,153.0708
9109,212013666,M,General(EWS),,,YES,,124.354
9110,212013667,M,General(EWS),,,,,146.9172
9111,212013668,M,ST,,,,,85.894
9112,212013669,F,ST,,,,,103.5856
9113,212013670,F,SEBC,,,,,134.3536
9114,212013671,M,SEBC,,,,,133.328
9115,212013672,M,General(EWS),,,,,128.2
9116,212013673,M,SC,,,,,163.0704
9117,212013674,M,SEBC,,,,,146.9172
9118,212013676,M,General(EWS),,,,,139.9944
9119,212013678,M,SEBC,,,,,127.4308
9120,212013679,M,SEBC,,,,,126.4052
9121,212013680,M,SC,,,,,118.7132
9122,212013681,F,SEBC,,,,,124.8668
9123,212013682,M,SEBC,,,,,104.0984
9124,212013684,M,SEBC,,,,,117.6876
9125,212013685,M,SC,,,,,108.4572
9126,212013687,M,SEBC,,,,,111.7904
9127,212013689,M,ST,,,,,89.4836
9128,212013690,M,ST,,,,,108.2008
9129,212013691,M,General(EWS),,,,,138.1996
